id	output
{"assetAddress":"0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22","chainId":8453,"timestamp":"1738552697"}	{"price": 2756.31}
{"assetAddress":"0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812","chainId":8453,"timestamp":"1738552697"}	{"price": 1.066}
{"assetAddress":"0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22","chainId":8453,"timestamp":"1738552701"}	{"price": 2756.31}
{"assetAddress":"0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812","chainId":8453,"timestamp":"1738552701"}	{"price": 1.066}
{"assetAddress":"0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22","chainId":8453,"timestamp":"1738552703"}	{"price": 2756.31}
{"assetAddress":"0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812","chainId":8453,"timestamp":"1738552703"}	{"price": 1.066}
{"assetAddress":"0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22","chainId":8453,"timestamp":"1738552705"}	{"price": 2756.31}
{"assetAddress":"0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812","chainId":8453,"timestamp":"1738552705"}	{"price": 1.066}
{"assetAddress":"0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22","chainId":8453,"timestamp":"1738552711"}	{"price": 2756.31}
{"assetAddress":"0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812","chainId":8453,"timestamp":"1738552711"}	{"price": 1.066}
{"assetAddress":"0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22","chainId":8453,"timestamp":"1738552713"}	{"price": 2756.31}
{"assetAddress":"0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812","chainId":8453,"timestamp":"1738552713"}	{"price": 1.066}
{"assetAddress":"0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22","chainId":8453,"timestamp":"1738552715"}	{"price": 2756.31}
{"assetAddress":"0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812","chainId":8453,"timestamp":"1738552715"}	{"price": 1.066}
{"assetAddress":"0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22","chainId":8453,"timestamp":"1738552719"}	{"price": 2756.31}
{"assetAddress":"0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812","chainId":8453,"timestamp":"1738552719"}	{"price": 1.066}
{"assetAddress":"0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22","chainId":8453,"timestamp":"1738552723"}	{"price": 2756.31}
{"assetAddress":"0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812","chainId":8453,"timestamp":"1738552723"}	{"price": 1.066}
{"assetAddress":"0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22","chainId":8453,"timestamp":"1738552727"}	{"price": 2756.31}
{"assetAddress":"0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812","chainId":8453,"timestamp":"1738552727"}	{"price": 1.066}
{"assetAddress":"0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22","chainId":8453,"timestamp":"1738552733"}	{"price": 2756.31}
{"assetAddress":"0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812","chainId":8453,"timestamp":"1738552733"}	{"price": 1.066}
{"assetAddress":"0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22","chainId":8453,"timestamp":"1738552737"}	{"price": 2756.31}
{"assetAddress":"0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812","chainId":8453,"timestamp":"1738552737"}	{"price": 1.066}
{"assetAddress":"0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22","chainId":8453,"timestamp":"1738552741"}	{"price": 2756.31}
{"assetAddress":"0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812","chainId":8453,"timestamp":"1738552741"}	{"price": 1.066}
{"assetAddress":"0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22","chainId":8453,"timestamp":"1738552743"}	{"price": 2756.31}
{"assetAddress":"0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812","chainId":8453,"timestamp":"1738552743"}	{"price": 1.066}
{"assetAddress":"0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22","chainId":8453,"timestamp":"1738552745"}	{"price": 2756.31}
{"assetAddress":"0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812","chainId":8453,"timestamp":"1738552745"}	{"price": 1.066}
{"assetAddress":"0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22","chainId":8453,"timestamp":"1738552747"}	{"price": 2756.31}
{"assetAddress":"0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812","chainId":8453,"timestamp":"1738552747"}	{"price": 1.066}
{"assetAddress":"0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22","chainId":8453,"timestamp":"1738552749"}	{"price": 2756.31}
{"assetAddress":"0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812","chainId":8453,"timestamp":"1738552749"}	{"price": 1.066}
{"assetAddress":"0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22","chainId":8453,"timestamp":"1738552753"}	{"price": 2756.31}
{"assetAddress":"0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812","chainId":8453,"timestamp":"1738552753"}	{"price": 1.066}
{"assetAddress":"0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22","chainId":8453,"timestamp":"1738552757"}	{"price": 2756.31}
{"assetAddress":"0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812","chainId":8453,"timestamp":"1738552757"}	{"price": 1.066}
{"assetAddress":"0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22","chainId":8453,"timestamp":"1738552761"}	{"price": 2756.31}
{"assetAddress":"0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812","chainId":8453,"timestamp":"1738552761"}	{"price": 1.066}
{"assetAddress":"0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22","chainId":8453,"timestamp":"1738552765"}	{"price": 2756.31}
{"assetAddress":"0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812","chainId":8453,"timestamp":"1738552765"}	{"price": 1.066}
{"assetAddress":"0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22","chainId":8453,"timestamp":"1738552769"}	{"price": 2756.31}
{"assetAddress":"0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812","chainId":8453,"timestamp":"1738552769"}	{"price": 1.066}
{"assetAddress":"0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22","chainId":8453,"timestamp":"1738552773"}	{"price": 2756.31}
{"assetAddress":"0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812","chainId":8453,"timestamp":"1738552773"}	{"price": 1.066}
{"assetAddress":"0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22","chainId":8453,"timestamp":"1738552775"}	{"price": 2756.31}
{"assetAddress":"0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812","chainId":8453,"timestamp":"1738552775"}	{"price": 1.066}
{"assetAddress":"0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22","chainId":8453,"timestamp":"1738552777"}	{"price": 2756.31}
{"assetAddress":"0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812","chainId":8453,"timestamp":"1738552777"}	{"price": 1.066}
{"assetAddress":"0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22","chainId":8453,"timestamp":"1738552781"}	{"price": 2756.31}
{"assetAddress":"0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812","chainId":8453,"timestamp":"1738552781"}	{"price": 1.066}
{"assetAddress":"0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22","chainId":8453,"timestamp":"1738552783"}	{"price": 2756.31}
{"assetAddress":"0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812","chainId":8453,"timestamp":"1738552783"}	{"price": 1.066}
{"assetAddress":"0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22","chainId":8453,"timestamp":"1738552785"}	{"price": 2756.31}
{"assetAddress":"0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812","chainId":8453,"timestamp":"1738552785"}	{"price": 1.066}
{"assetAddress":"0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22","chainId":8453,"timestamp":"1738552791"}	{"price": 2756.31}
{"assetAddress":"0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812","chainId":8453,"timestamp":"1738552791"}	{"price": 1.066}
{"assetAddress":"0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22","chainId":8453,"timestamp":"1738552795"}	{"price": 2756.31}
{"assetAddress":"0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812","chainId":8453,"timestamp":"1738552795"}	{"price": 1.066}
{"assetAddress":"0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22","chainId":8453,"timestamp":"1738552803"}	{"price": 2756.31}
{"assetAddress":"0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812","chainId":8453,"timestamp":"1738552803"}	{"price": 1.066}
{"assetAddress":"0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22","chainId":8453,"timestamp":"1738552807"}	{"price": 2756.31}
{"assetAddress":"0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812","chainId":8453,"timestamp":"1738552807"}	{"price": 1.066}
{"assetAddress":"0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22","chainId":8453,"timestamp":"1738552811"}	{"price": 2756.31}
{"assetAddress":"0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812","chainId":8453,"timestamp":"1738552811"}	{"price": 1.066}
{"assetAddress":"0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22","chainId":8453,"timestamp":"1738552813"}	{"price": 2756.31}
{"assetAddress":"0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812","chainId":8453,"timestamp":"1738552813"}	{"price": 1.066}
{"assetAddress":"0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22","chainId":8453,"timestamp":"1738552815"}	{"price": 2756.31}
{"assetAddress":"0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812","chainId":8453,"timestamp":"1738552815"}	{"price": 1.066}
{"assetAddress":"0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22","chainId":8453,"timestamp":"1738552823"}	{"price": 2756.31}
{"assetAddress":"0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812","chainId":8453,"timestamp":"1738552823"}	{"price": 1.066}
{"assetAddress":"0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22","chainId":8453,"timestamp":"1738552827"}	{"price": 2756.31}
{"assetAddress":"0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812","chainId":8453,"timestamp":"1738552827"}	{"price": 1.066}
{"assetAddress":"0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22","chainId":8453,"timestamp":"1738552829"}	{"price": 2756.31}
{"assetAddress":"0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812","chainId":8453,"timestamp":"1738552829"}	{"price": 1.066}
{"assetAddress":"0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22","chainId":8453,"timestamp":"1738552831"}	{"price": 2756.31}
{"assetAddress":"0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812","chainId":8453,"timestamp":"1738552831"}	{"price": 1.066}
{"assetAddress":"0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22","chainId":8453,"timestamp":"1738552833"}	{"price": 2756.31}
{"assetAddress":"0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812","chainId":8453,"timestamp":"1738552833"}	{"price": 1.066}
{"assetAddress":"0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22","chainId":8453,"timestamp":"1738552837"}	{"price": 2756.31}
{"assetAddress":"0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812","chainId":8453,"timestamp":"1738552837"}	{"price": 1.066}
{"assetAddress":"0xD6DF932A45C0f255f85145f286eA0b292B21C90B","chainId":137,"timestamp":"1741027076"}	{"price": 189.3}
{"assetAddress":"0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359","chainId":137,"timestamp":"1741027076"}	{"price": 0.999881}
{"assetAddress":"0xD6DF932A45C0f255f85145f286eA0b292B21C90B","chainId":137,"timestamp":"1741306619"}	{"price": 201.5}
{"assetAddress":"0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359","chainId":137,"timestamp":"1741306619"}	{"price": 0.999887}
{"assetAddress":"0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270","chainId":137,"timestamp":"1741557880"}	{"price": 0.220873}
{"assetAddress":"0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359","chainId":137,"timestamp":"1741557880"}	{"price": 0.999881}
{"assetAddress":"0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22","chainId":8453,"timestamp":"1738552839"}	{"price": 2756.31}
{"assetAddress":"0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812","chainId":8453,"timestamp":"1738552839"}	{"price": 1.066}
{"assetAddress":"0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22","chainId":8453,"timestamp":"1738552841"}	{"price": 2756.31}
{"assetAddress":"0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812","chainId":8453,"timestamp":"1738552841"}	{"price": 1.066}
{"assetAddress":"0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22","chainId":8453,"timestamp":"1738552845"}	{"price": 2756.31}
{"assetAddress":"0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812","chainId":8453,"timestamp":"1738552845"}	{"price": 1.066}
{"assetAddress":"0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22","chainId":8453,"timestamp":"1738552847"}	{"price": 2756.31}
{"assetAddress":"0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812","chainId":8453,"timestamp":"1738552847"}	{"price": 1.066}
{"assetAddress":"0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22","chainId":8453,"timestamp":"1738552849"}	{"price": 2756.31}
{"assetAddress":"0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812","chainId":8453,"timestamp":"1738552849"}	{"price": 1.066}
{"assetAddress":"0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22","chainId":8453,"timestamp":"1738552855"}	{"price": 2756.31}
{"assetAddress":"0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812","chainId":8453,"timestamp":"1738552855"}	{"price": 1.066}
{"assetAddress":"0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22","chainId":8453,"timestamp":"1738552859"}	{"price": 2756.31}
{"assetAddress":"0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812","chainId":8453,"timestamp":"1738552859"}	{"price": 1.066}
{"assetAddress":"0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22","chainId":8453,"timestamp":"1738552861"}	{"price": 2756.31}
{"assetAddress":"0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812","chainId":8453,"timestamp":"1738552861"}	{"price": 1.066}
{"assetAddress":"0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22","chainId":8453,"timestamp":"1738552863"}	{"price": 2756.31}
{"assetAddress":"0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812","chainId":8453,"timestamp":"1738552863"}	{"price": 1.066}
{"assetAddress":"0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22","chainId":8453,"timestamp":"1738552865"}	{"price": 2756.31}
{"assetAddress":"0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812","chainId":8453,"timestamp":"1738552865"}	{"price": 1.066}
{"assetAddress":"0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22","chainId":8453,"timestamp":"1738552867"}	{"price": 2756.31}
{"assetAddress":"0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812","chainId":8453,"timestamp":"1738552867"}	{"price": 1.066}
{"assetAddress":"0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22","chainId":8453,"timestamp":"1738552869"}	{"price": 2756.31}
{"assetAddress":"0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812","chainId":8453,"timestamp":"1738552869"}	{"price": 1.066}
{"assetAddress":"0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22","chainId":8453,"timestamp":"1738552871"}	{"price": 2756.31}
{"assetAddress":"0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812","chainId":8453,"timestamp":"1738552871"}	{"price": 1.066}
{"assetAddress":"0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22","chainId":8453,"timestamp":"1738552873"}	{"price": 2756.31}
{"assetAddress":"0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812","chainId":8453,"timestamp":"1738552873"}	{"price": 1.066}
{"assetAddress":"0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22","chainId":8453,"timestamp":"1738552875"}	{"price": 2756.31}
{"assetAddress":"0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812","chainId":8453,"timestamp":"1738552875"}	{"price": 1.066}
{"assetAddress":"0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22","chainId":8453,"timestamp":"1738552879"}	{"price": 2756.31}
{"assetAddress":"0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812","chainId":8453,"timestamp":"1738552879"}	{"price": 1.066}
{"assetAddress":"0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22","chainId":8453,"timestamp":"1738552883"}	{"price": 2756.31}
{"assetAddress":"0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812","chainId":8453,"timestamp":"1738552883"}	{"price": 1.066}
{"assetAddress":"0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22","chainId":8453,"timestamp":"1738552887"}	{"price": 2756.31}
{"assetAddress":"0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812","chainId":8453,"timestamp":"1738552887"}	{"price": 1.066}
{"assetAddress":"0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22","chainId":8453,"timestamp":"1738552893"}	{"price": 2756.31}
{"assetAddress":"0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812","chainId":8453,"timestamp":"1738552893"}	{"price": 1.066}
{"assetAddress":"0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22","chainId":8453,"timestamp":"1738552897"}	{"price": 2756.31}
{"assetAddress":"0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812","chainId":8453,"timestamp":"1738552897"}	{"price": 1.066}
{"assetAddress":"0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22","chainId":8453,"timestamp":"1738552901"}	{"price": 2756.31}
{"assetAddress":"0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812","chainId":8453,"timestamp":"1738552901"}	{"price": 1.066}
{"assetAddress":"0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22","chainId":8453,"timestamp":"1738552905"}	{"price": 2756.31}
{"assetAddress":"0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812","chainId":8453,"timestamp":"1738552905"}	{"price": 1.066}
{"assetAddress":"0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22","chainId":8453,"timestamp":"1738552907"}	{"price": 2756.31}
{"assetAddress":"0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812","chainId":8453,"timestamp":"1738552907"}	{"price": 1.066}
{"assetAddress":"0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22","chainId":8453,"timestamp":"1738552909"}	{"price": 2756.31}
{"assetAddress":"0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812","chainId":8453,"timestamp":"1738552909"}	{"price": 1.066}
{"assetAddress":"0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22","chainId":8453,"timestamp":"1738552913"}	{"price": 2756.31}
{"assetAddress":"0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812","chainId":8453,"timestamp":"1738552913"}	{"price": 1.066}
{"assetAddress":"0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22","chainId":8453,"timestamp":"1738552917"}	{"price": 2756.31}
{"assetAddress":"0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812","chainId":8453,"timestamp":"1738552917"}	{"price": 1.066}
{"assetAddress":"0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22","chainId":8453,"timestamp":"1738552921"}	{"price": 2756.31}
{"assetAddress":"0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812","chainId":8453,"timestamp":"1738552921"}	{"price": 1.066}
{"assetAddress":"0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22","chainId":8453,"timestamp":"1738552923"}	{"price": 2756.31}
{"assetAddress":"0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812","chainId":8453,"timestamp":"1738552923"}	{"price": 1.066}
{"assetAddress":"0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22","chainId":8453,"timestamp":"1738552927"}	{"price": 2756.31}
{"assetAddress":"0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812","chainId":8453,"timestamp":"1738552927"}	{"price": 1.066}
{"assetAddress":"0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22","chainId":8453,"timestamp":"1738552931"}	{"price": 2756.31}
{"assetAddress":"0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812","chainId":8453,"timestamp":"1738552931"}	{"price": 1.066}
{"assetAddress":"0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22","chainId":8453,"timestamp":"1738552933"}	{"price": 2756.31}
{"assetAddress":"0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812","chainId":8453,"timestamp":"1738552933"}	{"price": 1.066}
{"assetAddress":"0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22","chainId":8453,"timestamp":"1738552937"}	{"price": 2756.31}
{"assetAddress":"0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812","chainId":8453,"timestamp":"1738552937"}	{"price": 1.066}
{"assetAddress":"0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22","chainId":8453,"timestamp":"1738552949"}	{"price": 2756.31}
{"assetAddress":"0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812","chainId":8453,"timestamp":"1738552949"}	{"price": 1.066}
{"assetAddress":"0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22","chainId":8453,"timestamp":"1738552953"}	{"price": 2756.31}
{"assetAddress":"0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812","chainId":8453,"timestamp":"1738552953"}	{"price": 1.066}
{"assetAddress":"0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22","chainId":8453,"timestamp":"1738552957"}	{"price": 2756.31}
{"assetAddress":"0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812","chainId":8453,"timestamp":"1738552957"}	{"price": 1.066}
{"assetAddress":"0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22","chainId":8453,"timestamp":"1738552961"}	{"price": 2756.31}
{"assetAddress":"0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812","chainId":8453,"timestamp":"1738552961"}	{"price": 1.066}
{"assetAddress":"0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22","chainId":8453,"timestamp":"1738552965"}	{"price": 2756.31}
{"assetAddress":"0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812","chainId":8453,"timestamp":"1738552965"}	{"price": 1.066}
{"assetAddress":"0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22","chainId":8453,"timestamp":"1738552969"}	{"price": 2756.31}
{"assetAddress":"0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812","chainId":8453,"timestamp":"1738552969"}	{"price": 1.066}
{"assetAddress":"0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22","chainId":8453,"timestamp":"1738552973"}	{"price": 2756.31}
{"assetAddress":"0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812","chainId":8453,"timestamp":"1738552973"}	{"price": 1.066}
{"assetAddress":"0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22","chainId":8453,"timestamp":"1738552977"}	{"price": 2756.31}
{"assetAddress":"0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812","chainId":8453,"timestamp":"1738552977"}	{"price": 1.066}
{"assetAddress":"0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22","chainId":8453,"timestamp":"1738552981"}	{"price": 2756.31}
{"assetAddress":"0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812","chainId":8453,"timestamp":"1738552981"}	{"price": 1.066}
{"assetAddress":"0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22","chainId":8453,"timestamp":"1738552983"}	{"price": 2756.31}
{"assetAddress":"0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812","chainId":8453,"timestamp":"1738552983"}	{"price": 1.066}
{"assetAddress":"0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22","chainId":8453,"timestamp":"1738552985"}	{"price": 2756.31}
{"assetAddress":"0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812","chainId":8453,"timestamp":"1738552985"}	{"price": 1.066}
{"assetAddress":"0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22","chainId":8453,"timestamp":"1738552987"}	{"price": 2756.31}
{"assetAddress":"0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812","chainId":8453,"timestamp":"1738552987"}	{"price": 1.066}
{"assetAddress":"0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22","chainId":8453,"timestamp":"1738552989"}	{"price": 2756.31}
{"assetAddress":"0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812","chainId":8453,"timestamp":"1738552989"}	{"price": 1.066}
{"assetAddress":"0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22","chainId":8453,"timestamp":"1738552995"}	{"price": 2756.31}
{"assetAddress":"0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812","chainId":8453,"timestamp":"1738552995"}	{"price": 1.066}
{"assetAddress":"0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22","chainId":8453,"timestamp":"1738552997"}	{"price": 2756.31}
{"assetAddress":"0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812","chainId":8453,"timestamp":"1738552997"}	{"price": 1.066}
{"assetAddress":"0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22","chainId":8453,"timestamp":"1738552999"}	{"price": 2756.31}
